ride_id;customer_id;driver_id;start_location;end_location;city;country;ride_date;ride_time;ride_duration_minutes;fare_amount;ride_distance_miles;payment_method;voucher;rating
2631;8980;729;8480 Stone Corner Hill;46 Mifflin Terrace;Gangshangji;China;12/29/2024;18:00;108;80.56;2.9;mobile wallet;;5
3623;6720;794;355 Bayside Center;411 Armistice Crossing;Yongxing Chengguanzhen;China;5/16/2024;05:49;57;99.81;5.1;mobile wallet;YZA123;4
4002;6040;611;138 Fairview Hill;95 Forest Run Pass;San Lorenzo;Honduras;9/17/2024;16:02;65;65.87;2.4;mobile wallet;;5
9405;9064;929;2 Morning Crossing;5928 Lakewood Gardens Way;Iwakuni;Japan;03/12/2024;21:37;24;76.4;17.7;mobile wallet;;3
9069;3019;994;053 Myrtle Court;036 Dexter Drive;Jatinagara;Indonesia;3/18/2024;11:46;30;8.29;11.1;mobile wallet;;5
7378;176;402;6199 Lerdahl Junction;43 Beilfuss Trail;Puerto Santander;Colombia;10/31/2024;02:29;81;78.16;1.8;cash;;5
7061;4891;750;56 Esker Place;9600 Warbler Hill;Shejiang;China;3/22/2024;14:18;62;97.45;4.4;credit card;MNO789;5
2639;8425;270;59 Coleman Drive;75 Portage Center;Capira;Panama;8/15/2024;05:07;80;44.09;9.7;cash;456JKL;4
5899;10342;125;355 Grayhawk Alley;8496 Moland Pass;Invercargill;New Zealand;04/08/2024;15:16;109;59.92;8.3;credit card;MNO789;4
3365;9027;445;5156 Harbort Road;2 Butterfield Place;Shtip;Macedonia;1/24/2024;20:16;52;55.62;9.7;mobile wallet;;3
8025;1774;455;3326 Banding Trail;67 Summit Street;Raşad;Yemen;04/04/2024;09:25;31;76.22;12.8;credit card;ABC123;3
7446;10122;184;22533 Shasta Avenue;2 Little Fleur Alley;Wangying;China;3/21/2024;03:37;33;34.56;11.6;credit card;;3
975;10908;666;337 Talisman Point;9042 Nova Park;Ngromo;Indonesia;01/08/2025;20:45;65;13.76;16.3;credit card;PQR123;4
9440;4105;453;4549 Melvin Street;24 Menomonie Center;Wudabao;China;03/03/2024;19:56;60;80.72;8.2;mobile wallet;;4
8495;9765;122;9 Farmco Park;6498 Schurz Park;Guodu;China;06/11/2024;20:32;111;16.93;11.5;credit card;;4
1011;3503;508;0 Ludington Drive;4 Scofield Trail;Marau;Brazil;05/02/2024;09:23;117;76.71;6.7;credit card;STU456;3
3821;8241;255;800 Drewry Hill;10672 Warner Center;Panyambungan;Indonesia;09/01/2024;15:30;26;84.75;6.4;cash;;2
2752;6540;113;521 Luster Plaza;57501 Birchwood Court;Yanggu;China;11/06/2024;12:58;20;5.69;14.5;credit card;789VWX;4
8719;10198;894;6197 Jenifer Avenue;42 Mallory Drive;Bailianhe;China;05/08/2024;03:25;83;26.32;2.8;cash;;4
9588;5059;783;63 Colorado Court;17 Bluejay Center;Kolwezi;Democratic Republic of the Congo;12/29/2024;13:17;76;27.06;4.3;cash;;4
2470;8893;789;9270 Manley Way;6573 6th Alley;Kathmandu;Nepal;06/06/2024;19:34;29;52.59;18.6;credit card;;5
8916;5040;5;19953 Walton Road;8 Summer Ridge Court;Vodstroy;Russia;01/08/2024;18:34;6;41.53;16.7;credit card;;5
1391;10818;270;08 Anhalt Alley;8 Village Green Road;Ruma;Nigeria;11/26/2024;15:19;95;70.88;3.7;credit card;456JKL;3
5998;1345;637;1 Hoard Parkway;9124 High Crossing Road;Arjona;Colombia;5/23/2024;01:44;53;25.31;13.4;mobile wallet;;3
1102;9229;349;3781 La Follette Plaza;6 Prentice Parkway;Dagup;Philippines;7/19/2024;09:21;61;29.9;19.2;credit card;;4
4390;5789;795;911 Pawling Court;080 High Crossing Plaza;São Gabriel;Brazil;11/05/2024;01:25;98;36.7;9.4;credit card;;4
5093;7073;931;150 Grover Parkway;49 2nd Terrace;Uurainen;Finland;10/25/2024;01:21;63;99.37;3.7;credit card;;4
9049;6733;719;6 Shopko Alley;42014 Lake View Alley;Nggesa;Indonesia;09/01/2024;10:15;79;11.86;15.7;cash;;5
8189;10611;259;8 Carpenter Crossing;12 8th Center;Svetlogorsk;Russia;6/28/2024;02:32;49;79.67;16.7;credit card;;5
5192;9694;741;5 Hallows Place;58 Badeau Junction;Gaoqiao;China;4/19/2024;20:06;36;58.81;7.2;mobile wallet;ABC123;5
3417;6963;179;68405 Clemons Alley;62 Northport Lane;Jinzhuang;China;3/30/2024;18:37;92;9.74;16.5;credit card;;2
7472;9030;656;9 Crest Line Drive;7855 Londonderry Place;Yuekou;China;3/20/2024;16:52;38;60.7;18.5;credit card;;2
8430;7913;100;74042 Commercial Lane;06 Sloan Alley;Safotu;Samoa;7/22/2024;02:23;11;55.3;11.1;mobile wallet;STU456;4
1950;3292;274;85 Novick Road;09 Magdeline Lane;Kinalansan;Philippines;12/07/2024;09:27;34;11.23;6.2;credit card;789GHI;5
232;7351;806;24730 Lotheville Circle;7 Sundown Pass;Sacotes;Portugal;11/20/2024;16:42;44;87.51;12.1;cash;STU456;4
486;5706;260;96038 Green Ridge Pass;98607 Trailsway Street;Temeke;China;8/25/2024;16:58;115;59.84;9.9;credit card;;5
1321;10531;3;75203 Kinsman Park;9047 Village Road;Kama;Russia;9/19/2024;17:01;96;10.88;0.5;cash;;2
4284;4309;760;31299 Valley Edge Hill;27339 Independence Road;Jönköping;Sweden;11/20/2024;21:33;103;81.17;5.7;credit card;;5
5285;6152;562;08013 Orin Court;818 Lillian Pass;Willemstad;Curacao;12/09/2024;06:10;24;79.1;12.7;credit card;;4
9319;3840;853;4 Eagan Court;3932 Saint Paul Trail;Turki;Russia;7/16/2024;22:08;105;52.08;14.0;mobile wallet;;4
4148;7735;155;251 Express Center;1214 Corben Alley;Nkayi;Republic of the Congo;06/08/2024;18:29;19;49.89;4.1;cash;;3
3265;6648;198;48 Sycamore Terrace;01745 Sundown Trail;Itamaraju;Brazil;1/29/2024;17:11;84;78.36;7.1;mobile wallet;YZA123;3
5018;9471;814;8121 Coolidge Hill;535 Anderson Terrace;Caobi;China;6/24/2024;14:20;107;45.02;9.3;mobile wallet;;5
5820;4786;719;036 Clemons Point;579 Brentwood Hill;Baranoa;Colombia;12/18/2024;00:06;36;95.75;6.9;mobile wallet;;5
7795;7469;95;1 Vidon Point;79926 Sunbrook Avenue;Monteros;Argentina;9/27/2024;08:52;41;83.83;10.0;credit card;;4
829;5197;149;94 East Alley;778 Basil Circle;Lazarevskoye;Russia;09/05/2024;11:39;51;26.93;19.6;cash;;3
8817;7218;805;283 Glacier Hill Alley;1 Troy Crossing;Fort Erie;Canada;4/26/2024;03:59;20;14.94;3.5;mobile wallet;;5
1914;3854;401;667 Stoughton Pass;56751 Sutteridge Circle;Sigiriya;Sri Lanka;07/11/2024;10:10;104;31.11;4.9;cash;;4
914;938;807;0 Havey Lane;56 Bobwhite Plaza;Patquía;Argentina;6/21/2024;01:05;56;69.82;2.6;cash;;5
3276;7687;102;6 Bartelt Pass;6507 Farragut Pass;Ancenis;France;3/15/2024;04:14;103;64.24;11.5;credit card;PQR123;4
5182;3321;456;8 Warner Place;188 Tomscot Hill;Ambar;Peru;06/05/2024;15:07;20;92.65;3.0;cash;;4
7255;7382;591;5 Lukken Lane;01 Golden Leaf Hill;Quemú Quemú;Argentina;8/15/2024;19:15;14;64.53;12.6;credit card;;3
8909;1374;865;2 Carberry Park;2682 Mesta Trail;Angol;Chile;1/28/2024;23:31;106;15.08;11.2;cash;;4
1558;9826;88;979 Meadow Vale Hill;5 Jana Parkway;Rustāq;Afghanistan;5/15/2024;06:03;10;65.49;2.1;mobile wallet;;4
3659;2491;610;388 Sycamore Park;757 Lien Crossing;Caculé;Brazil;06/02/2024;04:08;13;7.72;8.1;cash;;3
7955;3826;784;0 Forest Dale Pass;212 Susan Parkway;Modderfontein;South Africa;2/23/2024;11:13;40;28.07;0.6;mobile wallet;;5
2548;9994;115;77 7th Drive;47958 Monica Junction;Reni;Ukraine;02/11/2024;13:38;34;83.12;12.4;mobile wallet;PQR123;4
8335;316;16;17 Monterey Avenue;37 Nelson Alley;Donnacona;Canada;3/25/2024;01:46;81;95.22;1.9;mobile wallet;;4
2511;7693;101;8533 Killdeer Park;55150 Hanson Trail;Köping;Sweden;09/01/2024;08:29;25;77.31;11.4;mobile wallet;;4
8162;2151;966;04 Manley Trail;5 Hoard Parkway;Fazenda de Santa Cruz;Portugal;12/16/2024;19:31;111;99.81;1.0;mobile wallet;XYZ456;3
6022;3293;353;1218 Hoard Street;50916 Sugar Pass;Pingding;China;06/01/2024;05:38;114;58.25;18.9;cash;;4
5676;5705;906;6063 Spenser Road;23403 Tony Junction;Fenggao;China;02/05/2024;19:05;54;97.41;9.3;cash;;4
4047;3785;67;229 Jana Place;4 Talisman Junction;Solina;Bosnia and Herzegovina;04/05/2024;11:56;101;58.38;13.0;credit card;STU456;2
9040;3029;427;5598 Dunning Alley;93 Oak Valley Alley;Huapi;China;07/12/2024;05:29;15;41.01;19.4;cash;;5
3452;10197;104;1795 Erie Alley;052 Fulton Junction;Chicago;United States;11/04/2024;03:54;13;85.87;12.1;cash;;5
1164;9527;339;0 Merry Drive;5592 Sullivan Avenue;Tandel;Luxembourg;1/23/2024;07:53;116;98.27;9.4;credit card;;3
2709;2515;277;6 Waywood Place;54 Dixon Road;Litian;China;08/01/2024;15:57;7;13.18;17.1;credit card;PQR123;4
2464;6471;337;329 Graedel Place;1 Corscot Junction;Shiban;China;12/28/2024;19:03;36;57.78;8.4;cash;;5
1487;7125;460;76 Mesta Junction;010 Lakewood Circle;Los Pinos;Mexico;10/28/2024;11:16;60;8.93;11.1;credit card;;5
9829;10095;113;582 Nobel Hill;206 Sunfield Pass;Blainville;Canada;10/24/2024;18:24;27;10.09;1.9;mobile wallet;;5
3024;10037;470;26 Stang Way;9 Talisman Point;Zhuxi Chengguanzhen;China;11/15/2024;02:46;60;9.73;15.3;mobile wallet;789GHI;4
3115;3513;648;7775 Cherokee Avenue;834 Gulseth Terrace;Gijon;Spain;3/30/2024;14:59;119;67.44;4.3;mobile wallet;;5
1920;3033;830;45 Esker Park;4 1st Point;Dmitriyevskoye;Russia;5/26/2024;21:15;120;92.18;8.6;credit card;;4
6320;4364;277;33997 Shelley Point;80991 Stuart Avenue;Borda da Mata;Brazil;06/08/2024;23:54;78;84.48;17.7;credit card;;4
5201;2491;226;4 4th Drive;27810 Reinke Junction;Žihle;Czech Republic;3/27/2024;21:45;84;15.63;19.6;cash;;4
5923;10974;354;91 Harper Plaza;0 Graceland Crossing;Benzilan;China;9/16/2024;03:37;65;25.1;16.4;cash;YZA123;4
725;1529;106;56 Springs Terrace;16919 Donald Place;Yonghe;China;04/12/2024;08:17;79;39.63;3.7;credit card;;3
6787;8922;558;9 Basil Way;8175 Garrison Street;Verkhneye Kazanishche;Russia;07/01/2024;13:37;96;7.77;14.1;credit card;;5
3014;3227;888;83 Mosinee Circle;896 Barby Road;Idritsa;Russia;07/05/2024;11:43;65;9.53;14.9;cash;;3
6165;9313;826;86 Bobwhite Way;1 Lillian Junction;Nova Venécia;Brazil;6/18/2024;12:46;5;85.25;15.6;cash;;4
114;10634;449;75 Service Trail;163 Stone Corner Road;Sokobanteng;Indonesia;8/29/2024;19:23;26;29.11;4.2;mobile wallet;;2
6748;394;356;44241 Leroy Junction;55656 Ludington Road;Shuinan;China;03/11/2024;13:27;109;75.51;8.3;credit card;;4
8038;4077;670;929 Veith Alley;0472 Pine View Plaza;Daguyun;China;06/06/2024;02:56;103;62.51;7.6;credit card;;5
456;10156;907;73778 Bashford Avenue;5 Pond Place;Blagoevgrad;Bulgaria;11/09/2024;07:29;106;33.81;4.7;credit card;XYZ456;4
1095;2039;247;7999 Texas Circle;7 Buhler Road;Chegang;China;9/24/2024;16:32;37;18.32;9.5;cash;;5
4436;3350;863;148 Becker Plaza;91 Forster Pass;Évreux;France;09/02/2024;22:25;47;26.08;9.0;credit card;;5
6877;1078;195;2617 Buhler Hill;095 Sundown Way;Hearst;Canada;7/19/2024;06:38;7;6.87;9.2;credit card;;4
3291;997;567;34138 Boyd Alley;9449 Sutteridge Plaza;Bourg-en-Bresse;France;11/10/2024;15:35;77;83.48;5.5;credit card;ABC123;5
1013;2165;365;0265 Kenwood Road;1592 Cambridge Pass;Walce;Poland;11/02/2024;03:52;23;90.0;15.5;mobile wallet;XYZ456;3
5263;1785;823;909 Victoria Pass;5797 Mcguire Way;Thị Trấn Kim Tân;Vietnam;07/06/2024;21:18;32;52.61;14.5;credit card;;4
8289;10338;312;20 Express Avenue;19 Drewry Park;Xiangyun;China;04/03/2024;04:50;46;55.25;18.2;mobile wallet;;4
3410;7584;875;2 Donald Avenue;57 Forster Trail;Junxi;China;3/25/2024;06:12;77;6.83;7.6;credit card;;3
187;10997;126;248 Spenser Circle;2805 Bobwhite Point;Saint Ann’s Bay;Jamaica;06/11/2024;15:02;99;88.06;9.9;credit card;PQR123;5
6559;7493;418;223 Warner Avenue;87101 Corry Trail;Zebrzydowice;Poland;4/20/2024;16:59;43;46.37;14.5;mobile wallet;;5
6668;10314;945;15 Hauk Trail;7731 Melby Center;Bhola;Bangladesh;10/05/2024;12:39;14;51.8;4.4;mobile wallet;;5
2527;9692;71;73 Oak Valley Circle;04661 Westport Pass;Na Muen;Thailand;7/28/2024;02:45;38;64.96;19.7;credit card;;4
5577;8398;708;8822 Park Meadow Lane;02760 Stone Corner Court;Kakata;Liberia;10/28/2024;16:42;43;17.97;14.7;mobile wallet;;4
6177;6145;231;46259 Rigney Pass;3137 Tennyson Center;Jiuquan;China;3/27/2024;23:38;77;23.98;17.7;credit card;;4
1284;1763;338;78 Bultman Road;386 Nova Way;Sheffield;United Kingdom;03/04/2024;20:49;25;46.48;1.2;cash;;4
6369;3122;75;04958 Elmside Street;3 Atwood Terrace;San Carlos;Chile;5/28/2024;22:15;84;85.44;3.5;cash;STU456;4
9464;3350;871;852 Ohio Junction;16 Trailsway Junction;Nanguzhuang;China;11/13/2024;02:56;109;39.55;10.2;mobile wallet;;4
9670;5034;739;49 Arkansas Parkway;40 La Follette Avenue;Deshan;China;12/28/2024;04:36;84;99.84;5.9;cash;XYZ456;3
5193;2219;773;295 Dakota Pass;36 Calypso Avenue;Kelodan;Indonesia;2/29/2024;11:19;117;42.06;9.9;cash;;4
7440;3972;875;2 Brentwood Road;56487 Green Circle;Xindu;China;5/19/2024;11:03;116;51.65;9.1;mobile wallet;;4
9296;5763;405;5 East Center;67 Manley Place;Tyre;Lebanon;6/28/2024;09:23;29;47.4;5.7;cash;;3
2788;3574;897;4 Prentice Pass;38 Ronald Regan Road;Tapacocha;Peru;8/19/2024;00:36;44;15.36;1.9;cash;789GHI;3
3786;5871;64;9 Crowley Way;03 Anderson Terrace;Waturoka;Indonesia;4/29/2024;19:38;79;86.25;11.0;mobile wallet;;4
7341;4263;499;6664 Stoughton Circle;448 Pleasure Plaza;Tuanalepe;Indonesia;02/01/2024;00:03;59;7.53;7.8;mobile wallet;456JKL;4
7376;1600;946;807 Fairview Road;30122 Lien Point;Opočno;Czech Republic;8/30/2024;00:23;42;84.72;19.2;mobile wallet;;5
6572;1085;618;090 Prentice Center;0862 Lunder Alley;Chenglin;China;1/15/2024;07:12;116;76.68;6.5;cash;;5
1889;2776;373;065 Porter Pass;7633 Schurz Way;Novyye Cherëmushki;Russia;03/10/2024;15:32;47;20.19;9.3;credit card;;5
8032;11;107;8 Michigan Crossing;015 Westend Drive;Huaibei;China;1/15/2024;20:28;100;82.8;5.0;credit card;;4
4193;10499;747;1 Manley Drive;08395 Waubesa Junction;El Regalo;Venezuela;10/01/2024;06:46;32;77.82;11.4;credit card;STU456;3
643;4260;932;26566 8th Center;718 Fallview Street;Changqing;China;11/07/2024;02:47;61;63.68;13.3;cash;;3
4582;3819;910;56098 Sugar Avenue;4685 Riverside Hill;Yulong;China;9/27/2024;08:51;87;68.09;18.8;mobile wallet;;4
127;5066;477;4874 Hoffman Way;10 Manley Plaza;Ampatuan;Philippines;10/10/2024;13:08;98;35.61;15.8;mobile wallet;XYZ456;4
8107;9507;428;59 Montana Terrace;461 Cascade Trail;Reshetikha;Russia;12/11/2024;01:44;104;88.22;8.2;mobile wallet;;5
9458;4522;452;9880 Green Ridge Terrace;63 Northview Avenue;Suohe;China;9/16/2024;15:01;24;18.25;10.1;credit card;123DEF;3
4713;7830;503;79724 Mallory Center;84 Ridgeway Plaza;Magdug;Philippines;10/08/2024;07:45;109;58.92;12.4;credit card;;3
4861;9336;925;173 Manufacturers Place;08169 Loeprich Trail;Guarabira;Brazil;3/19/2024;15:49;41;62.08;8.3;credit card;;5
1396;3423;479;69724 Esch Place;525 American Ash Court;Marzhing;China;09/06/2024;11:10;95;96.31;19.3;cash;;5
5749;5451;142;37889 Green Avenue;93 Hooker Crossing;Cumaná;Venezuela;5/31/2024;10:03;13;67.98;3.2;credit card;MNO789;5
2938;3655;518;85889 Morningstar Drive;8706 Helena Alley;Nanuque;Brazil;11/18/2024;16:43;45;52.28;17.3;cash;;4
5227;9044;188;869 Bowman Hill;17 Westridge Road;Buenavista;Colombia;5/29/2024;17:14;116;26.71;15.9;credit card;;3
7295;1215;192;11 Memorial Terrace;2 Jenifer Court;Tajimi;Japan;05/02/2024;20:34;45;18.09;7.2;mobile wallet;789VWX;4
4339;10908;754;66 Haas Park;3026 Main Avenue;Palestina de los Altos;Guatemala;3/14/2024;06:25;117;80.58;7.7;mobile wallet;XYZ456;5
2555;2178;378;88 Hazelcrest Drive;777 Mcbride Street;Changshou;China;10/05/2024;04:44;44;77.12;14.2;credit card;;4
3449;10843;492;75460 Sachs Crossing;42 Michigan Avenue;Padasono;Indonesia;4/14/2024;08:28;68;42.47;18.4;credit card;XYZ456;4
1681;1628;948;924 Merry Circle;201 Bunker Hill Pass;Piggotts;Antigua and Barbuda;12/31/2024;17:38;93;30.25;2.5;cash;;3
2987;1524;49;42 Dixon Way;0897 4th Road;Jayyūs;Palestinian Territory;10/12/2024;05:04;78;90.75;17.4;cash;;5
5795;10209;943;88867 Bonner Drive;830 Katie Street;Santa Ana Huista;Guatemala;8/28/2024;00:04;81;38.49;5.1;cash;789GHI;1
753;10099;172;09731 Arrowood Junction;3 Aberg Hill;Arco de Baúlhe;Portugal;7/24/2024;11:19;42;87.46;0.8;credit card;;3
9823;8855;293;5923 Pawling Street;64 Almo Parkway;Xiantang;China;08/02/2024;02:38;57;96.98;17.6;cash;;3
727;518;808;54054 Elka Plaza;784 Sunbrook Court;Doubravice nad Svitavou;Czech Republic;5/23/2024;18:50;65;6.76;16.6;credit card;;3
9337;6361;264;54 Loomis Point;88593 Merry Crossing;Tagana-an;Philippines;10/12/2024;03:50;16;31.87;16.1;mobile wallet;789VWX;3
698;6680;375;19799 Meadow Vale Plaza;291 Fulton Park;Artsvaberd;Armenia;11/11/2024;06:47;80;90.53;2.8;cash;;5
4144;5814;95;2175 Bobwhite Parkway;8 Rieder Plaza;Murmansk;Russia;11/25/2024;14:29;47;18.72;7.7;mobile wallet;STU456;5
4592;8754;272;6 Welch Crossing;295 2nd Circle;Jönköping;Sweden;05/06/2024;07:10;37;7.71;16.8;mobile wallet;789VWX;4
1438;9406;993;54809 Homewood Road;7 Melvin Parkway;Álimos;Greece;4/15/2024;12:21;83;12.45;13.4;mobile wallet;MNO789;4
831;2472;985;3247 1st Lane;44 Duke Point;Cergy-Pontoise;France;12/16/2024;03:45;66;92.22;4.5;cash;;3
1101;10357;369;06690 Arizona Road;26 Johnson Way;Tanabe;Japan;12/31/2024;00:09;64;92.59;5.2;mobile wallet;;4
4818;6794;81;40888 Talisman Pass;80778 Annamark Hill;Gourcy;Burkina Faso;4/23/2024;11:01;9;84.05;10.6;cash;;5
3483;981;461;408 Fremont Parkway;3329 Golf Course Avenue;Alkmaar;Netherlands;5/21/2024;20:34;33;38.68;11.8;cash;;4
8589;2169;72;4163 Delaware Drive;9 Daystar Avenue;Ujazd;Poland;10/09/2024;19:57;13;62.14;3.4;cash;;3
7736;1993;505;98 Rowland Terrace;4281 Northridge Pass;Nanzamu;China;2/29/2024;10:45;114;63.96;3.8;cash;;4
777;7548;380;94 Old Shore Street;18 Raven Park;Zouma;China;08/02/2024;17:36;120;41.73;13.4;mobile wallet;123DEF;5
2780;5364;224;734 Sunnyside Crossing;55 Ronald Regan Place;Vladivostok;Russia;1/27/2024;03:38;27;41.83;7.3;cash;MNO789;5
7239;4274;556;33647 Longview Parkway;51159 Blackbird Parkway;Mstów;Poland;02/01/2024;14:33;100;27.68;11.2;credit card;;5
156;84;386;49 Vidon Court;79135 Pawling Junction;Soca;Uruguay;09/03/2024;01:50;54;6.22;11.8;mobile wallet;123DEF;1
5535;6561;302;67180 Hollow Ridge Road;49 Mesta Road;Encañada;Peru;11/03/2024;03:13;12;39.58;19.1;mobile wallet;;4
3553;7485;573;83865 Summer Ridge Hill;0666 Lindbergh Trail;Baitang;China;6/28/2024;14:35;94;20.98;2.2;credit card;456JKL;5
4182;9863;910;8 Reindahl Street;517 Sauthoff Point;Rotunda;Philippines;11/23/2024;11:45;22;82.62;9.0;cash;;4
3787;7842;126;01956 Fulton Alley;81 6th Circle;Luoshui;China;12/30/2024;06:56;52;44.85;8.3;mobile wallet;ABC123;3
1387;7682;548;29150 Pankratz Plaza;47937 Kedzie Street;Shinkafe;Nigeria;10/24/2024;02:38;18;38.46;10.1;mobile wallet;;5
4742;6762;485;83 Colorado Center;88 Nevada Drive;Mayskiy;Russia;4/15/2024;11:28;60;32.46;4.8;mobile wallet;;3
3227;10742;272;49 Mccormick Junction;13570 Oak Avenue;Granja;Portugal;11/23/2024;11:33;115;36.85;11.0;credit card;789GHI;5
1624;2292;394;72 Londonderry Court;510 Lake View Junction;Al Fuwayliq;Saudi Arabia;3/14/2024;15:48;108;57.59;9.3;mobile wallet;;5
198;1720;491;74058 Delaware Way;06000 Kedzie Trail;Taipingxi;China;4/22/2024;14:04;33;59.21;15.2;cash;;4
1124;10038;317;781 Cottonwood Terrace;10822 Laurel Terrace;Jiantiao;China;10/22/2024;14:41;19;86.35;15.1;cash;;5
7576;10153;226;60 Stone Corner Hill;4084 Sunfield Terrace;Richards Bay;South Africa;04/01/2024;13:43;6;42.98;1.2;credit card;789GHI;5
7750;3672;200;88 Farmco Point;67 Green Ridge Crossing;Oefau;Indonesia;12/14/2024;20:23;72;77.37;1.7;cash;;5
744;2147;110;49804 South Junction;25 Bluestem Pass;Kimhae;South Korea;01/10/2024;17:44;84;97.91;4.9;cash;;5
779;1254;215;56 Oneill Parkway;0 Bonner Crossing;Yilan;Taiwan;11/19/2024;23:02;6;16.17;3.4;credit card;456JKL;3
7505;4381;678;52078 Golf View Drive;74860 Montana Junction;Tanzybey;Russia;12/16/2024;07:11;66;38.23;4.0;cash;;5
8503;6537;694;8 Kennedy Place;1 Fuller Center;Simunul;Philippines;11/18/2024;21:25;50;61.59;9.7;cash;;5
8651;9623;273;715 Stoughton Alley;38804 Fremont Hill;Lasehao;Indonesia;2/24/2024;09:35;38;12.72;15.3;cash;MNO789;5
5544;1281;5;4962 Hallows Street;3376 Pine View Junction;Acobamba;Peru;1/16/2024;11:41;53;41.87;13.6;cash;;5
4093;6086;796;7 Hollow Ridge Point;98 Miller Alley;San Diego;United States;11/27/2024;03:04;73;47.96;13.3;credit card;123DEF;5
1330;10742;448;7 Messerschmidt Plaza;27 Thackeray Place;Mangxing;China;12/01/2024;15:11;54;58.69;10.6;mobile wallet;PQR123;3
6372;5683;634;7 Grim Court;31213 Main Alley;Athabasca;Canada;5/29/2024;03:00;114;77.7;19.5;credit card;;4
7858;4591;510;92633 La Follette Pass;6020 Utah Park;Bunder;Indonesia;08/06/2024;12:50;15;34.17;1.6;mobile wallet;;3
4074;8095;607;4 Laurel Circle;986 Nancy Center;Savyntsi;Ukraine;6/14/2024;00:53;37;24.29;18.5;cash;;3
7296;4112;659;031 Westport Drive;8 Stuart Terrace;Aksu;Kazakhstan;04/11/2024;09:43;71;94.13;19.3;credit card;;3
9663;155;658;83325 Crest Line Junction;09 Vermont Crossing;Ban Nong Wua So;Thailand;1/21/2024;12:34;46;37.31;7.6;mobile wallet;123DEF;4
4511;4109;494;5 Buena Vista Hill;36 Leroy Point;La Cumbre;Argentina;7/14/2024;18:22;99;24.36;5.5;cash;;2
531;7977;765;355 Prentice Trail;419 Sauthoff Circle;Hang Dong;Thailand;11/14/2024;17:21;71;77.31;15.2;credit card;;3
760;3126;225;67819 Florence Avenue;2719 Superior Center;Taramana;Indonesia;01/05/2024;03:00;85;76.3;16.3;mobile wallet;;3
5110;1986;694;7402 Oak Valley Place;1 Briar Crest Place;Johor Bahru;Malaysia;7/30/2024;08:48;45;66.11;8.5;mobile wallet;;4
5898;2311;709;893 Division Trail;87710 6th Crossing;Bělá pod Bezdězem;Czech Republic;02/11/2024;00:47;79;33.81;15.9;mobile wallet;789GHI;4
4006;667;479;9203 Fuller Crossing;672 Eggendart Pass;Lavradio;Portugal;3/31/2024;20:46;22;8.97;19.3;mobile wallet;XYZ456;4
6524;4982;253;065 Porter Crossing;9114 Declaration Trail;Padangtepung;Indonesia;07/01/2024;02:09;46;89.36;1.5;cash;;3
8707;5784;784;2 Dahle Street;9 Browning Park;Kasese;Uganda;3/27/2024;20:09;34;67.96;3.6;cash;;3
3585;8772;924;3183 Grim Hill;36372 Bartelt Court;Bilad;Philippines;1/29/2024;07:40;21;16.61;8.0;cash;;5
8755;10140;619;518 Armistice Way;63519 Pennsylvania Drive;Kempele;Finland;9/30/2024;20:32;57;48.24;15.0;mobile wallet;YZA123;5
8675;10177;863;40 Waywood Alley;95098 Sunbrook Hill;Dowr-e Rabāţ;Afghanistan;03/01/2024;22:30;52;26.25;6.6;credit card;;3
183;8182;146;4546 Dahle Trail;5127 Vernon Pass;Esperanza;Philippines;12/09/2024;13:51;62;60.57;5.0;cash;;4
6611;7494;413;8 Upham Point;270 Hazelcrest Way;Shuangxi;China;7/18/2024;08:04;104;80.4;6.6;credit card;456JKL;4
8715;10666;947;85781 Carey Pass;1 Lotheville Avenue;Vale da Serra;Portugal;03/01/2024;08:30;57;57.36;9.9;mobile wallet;;4
3456;4442;323;618 Surrey Junction;19 Norway Maple Crossing;Enschede;Netherlands;9/27/2024;17:29;51;97.91;1.6;mobile wallet;;4
8108;3380;144;80846 Redwing Center;13705 Magdeline Park;Nesebar;Bulgaria;12/17/2024;13:09;31;98.24;17.0;credit card;;3
2222;2507;669;6230 Park Meadow Street;22 Gulseth Circle;Brandsen;Argentina;01/12/2024;05:03;28;41.42;15.3;cash;XYZ456;4
5648;10127;343;63 Lakewood Pass;9 High Crossing Lane;Anápolis;Brazil;12/01/2024;00:57;115;40.44;2.5;mobile wallet;;4
2797;3834;578;524 Bay Drive;77334 Spenser Way;Lumphăt;Cambodia;4/18/2024;16:22;70;24.21;1.8;credit card;;5
4512;2547;640;89 Fremont Point;112 Declaration Circle;Nonohonis;Indonesia;8/24/2024;20:33;77;97.13;7.9;cash;;5
6830;6292;665;16945 Mallard Junction;553 Marquette Way;Anolaima;Colombia;12/26/2024;04:07;120;83.43;9.9;mobile wallet;;4
4686;537;390;121 Park Meadow Alley;287 Redwing Terrace;Lidingö;Sweden;03/05/2024;10:24;20;11.49;6.1;credit card;;4
3597;671;416;53145 Glacier Hill Way;1049 Commercial Avenue;Takengon;Indonesia;3/25/2024;05:39;64;14.87;14.3;cash;;3
6722;2596;440;59819 Daystar Center;78977 Hansons Plaza;Eg;Mongolia;7/24/2024;17:43;100;22.26;10.9;mobile wallet;;4
25;10705;43;3804 Vermont Hill;3650 Fairfield Terrace;Juradó;Colombia;11/18/2024;05:36;102;47.45;10.4;credit card;;4
